Date,Open,High,Low,Close,Volume
04-Oct-16,18267.679688,18313.769531,18116.259766,18168.449219,79710000
05-Oct-16,18205.5,18315.820312,18205.5,18281.029297,76190000
06-Oct-16,18280.419922,18288.119141,18162.970703,18268.5,78660000
07-Oct-16,18295.349609,18319.730469,18149.349609,18240.490234,82680000
10-Oct-16,18282.949219,18399.960938,18282.949219,18329.039062,72110000
11-Oct-16,18308.429688,18312.330078,18061.960938,18128.660156,88610000
12-Oct-16,18132.630859,18193.960938,18082.089844,18144.199219,72230000
13-Oct-16,18088.320312,18137.699219,17959.949219,18098.939453,83160000
14-Oct-16,18177.349609,18261.109375,18138.380859,18138.380859,87050000
17-Oct-16,18135.849609,18162.279297,18063.019531,18086.400391,75960000
18-Oct-16,18145.060547,18225.800781,18129.449219,18161.939453,74600000
19-Oct-16,18178.210938,18252.199219,18169.25,18202.619141,88040000
20-Oct-16,18161.869141,18249.050781,18129.070312,18162.349609,88830000
21-Oct-16,18152.630859,18168.759766,18049.769531,18145.710938,117810000
24-Oct-16,18197.140625,18275.039062,18191.179688,18223.029297,88540000
25-Oct-16,18206.519531,18241.689453,18151.699219,18169.269531,83190000
26-Oct-16,18103.800781,18236.039062,18062.300781,18199.330078,86340000
27-Oct-16,18234.810547,18253.199219,18149.199219,18169.679688,83530000
28-Oct-16,18193.789062,18257.060547,18094.970703,18161.189453,107850000
31-Oct-16,18176.599609,18193.679688,18130.580078,18142.419922,110080000
01-Nov-16,18158.240234,18177.009766,17940.839844,18037.099609,101280000
02-Nov-16,18017.720703,18044.150391,17931.890625,17959.640625,88610000
03-Nov-16,17978.75,18006.960938,17904.070312,17930.669922,77860000
04-Nov-16,17928.349609,17986.759766,17883.560547,17888.279297,97760000
07-Nov-16,17994.640625,18263.300781,17994.640625,18259.599609,93450000
08-Nov-16,18251.380859,18400.5,18200.75,18332.740234,79820000
09-Nov-16,18317.259766,18650.060547,18252.550781,18589.689453,173110000
10-Nov-16,18603.140625,18873.660156,18603.140625,18807.880859,164390000
11-Nov-16,18781.650391,18855.779297,18736.960938,18847.660156,107300000
14-Nov-16,18876.769531,18934.050781,18815.75,18868.689453,112250000
15-Nov-16,18858.210938,18925.259766,18806.060547,18923.060547,100660000
16-Nov-16,18909.849609,18909.849609,18825.890625,18868.140625,87320000
17-Nov-16,18866.220703,18904.029297,18845.269531,18903.820312,89940000
18-Nov-16,18905.330078,18915.740234,18853.830078,18867.929688,109880000
21-Nov-16,18898.679688,18960.759766,18883.099609,18956.689453,80520000
22-Nov-16,18970.390625,19043.900391,18962.820312,19023.869141,85310000
23-Nov-16,19015.519531,19083.759766,19000.380859,19083.179688,77880000
25-Nov-16,19093.720703,19152.140625,19093.720703,19152.140625,45890000
28-Nov-16,19122.140625,19138.720703,19072.25,19097.900391,88460000
29-Nov-16,19064.070312,19144.400391,19062.220703,19121.599609,81510000
30-Nov-16,19135.640625,19225.289062,19123.380859,19123.580078,164570000
01-Dec-16,19149.199219,19214.300781,19138.789062,19191.929688,108800000
02-Dec-16,19161.25,19196.140625,19141.179688,19170.419922,84920000
05-Dec-16,19244.349609,19274.849609,19186.730469,19216.240234,317800000
06-Dec-16,19219.910156,19255.890625,19184.740234,19251.779297,284960000
07-Dec-16,19241.990234,19558.419922,19229.830078,19549.619141,385200000
08-Dec-16,19559.939453,19664.970703,19527.830078,19614.810547,324570000
09-Dec-16,19631.349609,19757.740234,19623.189453,19756.849609,334470000
12-Dec-16,19770.199219,19824.589844,19747.740234,19796.429688,333660000
13-Dec-16,19852.210938,19953.75,19846.449219,19911.210938,388420000
14-Dec-16,19876.130859,19966.429688,19748.669922,19792.529297,408430000
15-Dec-16,19811.5,19951.289062,19811.5,19852.240234,357350000
16-Dec-16,19909.009766,19923.169922,19821.0,19843.410156,573470000
19-Dec-16,19836.660156,19917.779297,19832.949219,19883.060547,302310000
20-Dec-16,19920.589844,19987.630859,19920.419922,19974.619141,284080000
21-Dec-16,19968.970703,19986.560547,19941.960938,19941.960938,256640000
22-Dec-16,19922.679688,19933.830078,19882.189453,19918.880859,258290000
23-Dec-16,19908.609375,19934.150391,19899.060547,19933.810547,158260000
27-Dec-16,19943.460938,19980.240234,19939.800781,19945.039062,158540000
28-Dec-16,19964.310547,19981.109375,19827.310547,19833.679688,188350000
29-Dec-16,19835.460938,19878.439453,19788.939453,19819.779297,172040000
30-Dec-16,19833.169922,19852.550781,19718.669922,19762.599609,271910000
03-Jan-17,19872.859375,19938.529297,19775.929688,19881.759766,339180000
04-Jan-17,19890.939453,19956.140625,19878.830078,19942.160156,280010000
05-Jan-17,19924.560547,19948.599609,19811.119141,19899.289062,269920000
06-Jan-17,19906.960938,19999.630859,19834.080078,19963.800781,277700000
09-Jan-17,19931.410156,19943.779297,19887.380859,19887.380859,287060000
10-Jan-17,19876.349609,19957.119141,19836.029297,19855.529297,299410000
11-Jan-17,19887.380859,19973.419922,19833.160156,19954.279297,336150000
12-Jan-17,19926.210938,19929.289062,19770.470703,19891.0,306290000
13-Jan-17,19912.539062,19952.029297,19849.380859,19885.730469,263780000
17-Jan-17,19848.820312,19882.990234,19775.349609,19826.769531,341900000
18-Jan-17,19822.730469,19828.199219,19739.0,19804.720703,279760000
19-Jan-17,19813.550781,19824.140625,19677.939453,19732.400391,301750000
20-Jan-17,19795.060547,19843.939453,19759.140625,19827.25,435260000
23-Jan-17,19794.789062,19833.980469,19732.359375,19799.849609,326690000
24-Jan-17,19794.679688,19949.240234,19786.710938,19912.710938,374460000
25-Jan-17,19994.480469,20082.0,19994.480469,20068.509766,372240000
26-Jan-17,20076.25,20125.580078,20067.529297,20100.910156,356730000
27-Jan-17,20103.359375,20115.970703,20072.640625,20093.779297,343130000
30-Jan-17,20028.619141,20028.619141,19870.390625,19971.130859,317280000
31-Jan-17,19913.160156,19918.169922,19784.769531,19864.089844,373750000
01-Feb-17,19923.810547,19967.730469,19845.990234,19890.939453,426670000
02-Feb-17,19858.339844,19922.75,19831.089844,19884.910156,347220000
